DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYPRSENTWEATHERTYPE,HOURLYDRYBULBTEMPF,HOURLYWETBULBTEMPF,HOURLYDewPointTempF,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindDirection,HOURLYWindGustSpeed,HOURLYPrecip
8/7/16 20:51,FM-15,CLR:00,8,,80,69,55,42,3,290,,0
8/7/16 21:51,FM-15,CLR:00,10,,79,69,55,44,3,VRB,,0
8/7/16 22:51,FM-15,CLR:00,10,,79,68,54,42,0,0,,0
8/7/16 23:51,FM-15,CLR:00,10,,79,69,55,44,7,360,,0
8/7/16 23:59,SOD,,,,,,,,,,,
8/8/16 0:51,FM-15,CLR:00,10,,76,66,56,50,0,0,,0
8/8/16 1:51,FM-15,CLR:00,10,,75,66,56,52,3,VRB,,0
8/8/16 2:51,FM-15,CLR:00,10,,74,65,56,54,0,0,,0
8/8/16 3:51,FM-15,CLR:00,10,,73,65,57,57,0,0,,0
8/8/16 4:51,FM-15,CLR:00,10,,71,64,58,63,3,50,,0
8/8/16 5:51,FM-15,CLR:00,10,,72,64,58,61,0,0,,0
8/8/16 6:51,FM-15,CLR:00,9,,74,66,60,62,3,50,,0
8/8/16 7:51,FM-15,FEW:02 90,10,,77,68,60,56,6,30,,0
8/8/16 8:51,FM-15,SCT:04 75 SCT:04 90,9,,78,69,61,56,3,30,,0
8/8/16 9:51,FM-15,FEW:02 70 SCT:04 90,9,,80,70,59,49,3,VRB,,0
8/8/16 10:51,FM-15,CLR:00,9,,83,72,58,43,0,0,,0
8/8/16 11:51,FM-15,CLR:00,9,,81,71,60,49,0,0,,0
8/8/16 12:51,FM-15,FEW:02 60,9,,86,75,60,42,3,VRB,,0
8/8/16 13:51,FM-15,CLR:00,9,,82,72,62,51,0,0,,0
8/8/16 14:51,FM-15,SCT:04 65,9,,82,71,60,47,0,0,,0
8/8/16 15:51,FM-15,BKN:07 65,9,,83,72,61,48,3,VRB,,0
8/8/16 16:51,FM-15,CLR:00,9,,82,72,61,49,0,0,,0
8/8/16 17:51,FM-15,CLR:00,9,,83,72,54,37,0,0,,0
8/8/16 18:51,FM-15,FEW:02 60,9,,78,69,63,60,0,0,,0
8/8/16 19:51,FM-15,CLR:00,10,,76,69,64,67,5,170,,0
8/8/16 20:51,FM-15,CLR:00,10,,75,68,64,69,0,0,,0
8/8/16 21:51,FM-15,CLR:00,10,,75,70,67,76,0,0,,0
8/8/16 22:51,FM-15,CLR:00,10,,76,68,63,64,0,0,,0
8/8/16 23:51,FM-15,CLR:00,10,,75,68,63,66,0,0,,0
8/8/16 23:59,SOD,,,,,,,,,,,
8/9/16 0:51,FM-15,CLR:00,10,,75,67,62,64,3,260,,0
8/9/16 1:51,FM-15,CLR:00,10,,74,66,61,64,0,0,,0
8/9/16 2:51,FM-15,CLR:00,10,,73,66,61,66,0,0,,0
8/9/16 3:51,FM-15,SCT:04 70,10,,73,67,63,71,0,0,,0
8/9/16 4:51,FM-15,CLR:00,10,,71,66,63,76,0,0,,0
8/9/16 5:51,FM-15,CLR:00,8,,73,68,65,76,0,0,,0
8/9/16 6:51,FM-15,CLR:00,8,,74,67,63,69,0,0,,0
8/9/16 7:51,FM-15,CLR:00,9,,78,69,61,56,3,60,,0
8/9/16 8:51,FM-15,FEW:02 60,9,,80,70,62,54,0,0,,0
8/9/16 9:51,FM-15,CLR:00,9,,80,70,60,51,3,220,,0
8/9/16 10:51,FM-15,FEW:02 60,9,,83,72,59,44,3,VRB,,0
8/9/16 11:51,FM-15,CLR:00,9,,86,75,60,42,6,VRB,,0
8/9/16 12:51,FM-15,CLR:00,9,,86,75,56,36,5,VRB,,0
8/9/16 13:51,FM-15,CLR:00,9,,86,75,57,37,7,VRB,,0
8/9/16 14:51,FM-15,CLR:00,9,,84,73,58,41,5,VRB,,0
8/9/16 15:51,FM-15,CLR:00,9,,83,72,59,44,0,0,,0
8/9/16 16:51,FM-15,CLR:00,9,,82,71,60,47,3,VRB,,0
8/9/16 17:51,FM-15,CLR:00,9,,80,70,61,52,,,,0
8/9/16 18:51,FM-15,CLR:00,9,,79,70,64,60,5,VRB,,0
8/9/16 19:51,FM-15,CLR:00,10,,77,70,67,71,5,VRB,,0
8/9/16 20:51,FM-15,CLR:00,10,,77,70,67,71,6,VRB,,0
8/9/16 21:51,FM-15,CLR:00,10,,77,71,68,74,0,0,,0
8/9/16 22:51,FM-15,CLR:00,10,,77,71,68,74,5,VRB,,0
8/9/16 23:51,FM-15,FEW:02 20 SCT:04 70,10,,77,72,70,79,3,VRB,,0
8/9/16 23:59,SOD,,,,,,,,,,,
8/10/16 0:51,FM-15,FEW:02 19 FEW:02 38 OVC:08 75,10,,78,72,70,76,0,0,,0
8/10/16 1:36,FM-16,BKN:07 19 BKN:07 24 OVC:08 46,8,,76,72,71,85,0,0,,
8/10/16 1:51,FM-15,BKN:07 19 OVC:08 29,10,,76,72,70,82,0,0,,0
8/10/16 2:51,FM-15,FEW:02 18 OVC:08 26,10,,75,72,71,88,5,170,,0.01
8/10/16 3:51,FM-15,BKN:07 18 OVC:08 25,10,,76,73,72,88,5,VRB,,0
8/10/16 4:51,FM-15,SCT:04 18 BKN:07 25 OVC:08 50,10,,78,73,71,79,3,VRB,,0
8/10/16 5:04,FM-16,SCT:04 18 BKN:07 44 OVC:08 60,10,,77,73,71,82,5,VRB,,
8/10/16 5:51,FM-15,FEW:02 16 SCT:04 30 BKN:07 46,9,,77,73,72,85,,,,0
8/10/16 6:14,FM-16,SCT:04 16 BKN:07 29 BKN:07 80,9,,77,73,72,85,,,,
8/10/16 6:51,FM-15,BKN:07 19 OVC:08 26,9,,78,74,72,82,,,,0
8/10/16 7:51,FM-15,BKN:07 20 OVC:08 55,8,,79,75,73,82,6,VRB,,0
8/10/16 8:51,FM-15,BKN:07 17 BKN:07 60,8,,80,75,73,79,6,VRB,,0
8/10/16 9:21,FM-16,SCT:04 18 SCT:04 60 BKN:07 95,8,,80,75,73,79,5,VRB,,
8/10/16 9:33,FM-16,SCT:04 17 BKN:07 22 BKN:07 95,8,,81,75,73,77,5,VRB,,
8/10/16 9:51,FM-15,BKN:07 20 OVC:08 26,8,,80,75,73,79,,,,0
8/10/16 10:51,FM-15,SCT:04 21 BKN:07 29 BKN:07 37,7,,82,76,74,77,5,VRB,,0
8/10/16 11:13,FM-16,SCT:04 25 BKN:07 35 BKN:07 49,7,,82,76,74,77,0,0,,
8/10/16 11:51,FM-15,FEW:02 25 BKN:07 40 OVC:08 80,4,-RA:02 |RA:61 |,80,76,75,85,3,VRB,,0.02
8/10/16 12:00,FM-16,SCT:04 28 BKN:07 38 OVC:08 65,1.75,RA:02 BR:1 |RA:62 |,79,76,75,88,6,VRB,,0.02
8/10/16 12:23,FM-16,FEW:02 20 SCT:04 28 OVC:08 37,2.5,-RA:02 BR:1 |RA:61 |,78,76,76,93,5,280,,0.07
8/10/16 12:30,FM-16,FEW:02 18 BKN:07 26 OVC:08 43,4,BR:1 ||,79,77,76,90,,,,
8/10/16 12:40,FM-16,FEW:02 18 SCT:04 25 SCT:04 36,5,BR:1 ||,81,79,78,91,5,VRB,,0.07
8/10/16 12:51,FM-15,FEW:02 25 FEW:02 29 SCT:04 39,5,BR:1 ||,80,78,77,90,,,,0.06
8/10/16 13:51,FM-15,FEW:02 24,7,,83,77,75,77,6,VRB,20,0
8/10/16 14:51,FM-15,FEW:02 29 BKN:07 36 OVC:08 47,7,,84,78,76,77,3,VRB,,0
8/10/16 15:51,FM-15,FEW:02 36 SCT:04 60 SCT:04 75,7,,85,78,75,72,3,VRB,,0
8/10/16 16:51,FM-15,BKN:07 41 BKN:07 60,8,,86,77,73,65,,,,0
8/10/16 17:51,FM-15,SCT:04 43 OVC:08 60,8,,85,77,73,68,5,VRB,,0
8/10/16 18:51,FM-15,BKN:07 49 BKN:07 80,9,,85,77,72,65,5,VRB,,0
8/10/16 19:51,FM-15,OVC:08 50,10,,86,77,72,63,5,230,,0
8/10/16 20:51,FM-15,FEW:02 41 SCT:04 60 BKN:07 75,10,,85,76,71,63,3,240,,0
8/10/16 21:51,FM-15,CLR:00,10,,84,76,72,67,6,250,,0
8/10/16 22:51,FM-15,SCT:04 41,10,,84,76,71,65,5,VRB,,0
8/10/16 23:51,FM-15,FEW:02 55 OVC:08 75,9,,83,75,71,67,5,VRB,,0
8/10/16 23:59,SOD,,,,,,,,,,,
8/11/16 0:51,FM-15,CLR:00,9,,82,75,71,69,3,VRB,,0
8/11/16 1:51,FM-15,CLR:00,9,,81,75,72,74,6,VRB,,0
8/11/16 2:51,FM-15,CLR:00,9,,80,75,73,79,5,VRB,,0
8/11/16 3:51,FM-15,FEW:02 100,9,,80,75,73,79,5,VRB,,0
8/11/16 4:51,FM-15,BKN:07 95 BKN:07 120,9,,80,75,73,79,,,,0
8/11/16 5:51,FM-15,FEW:02 110,8,,80,75,73,79,5,VRB,,0
8/11/16 6:51,FM-15,BKN:07 100,7,,81,76,74,79,5,VRB,,0
8/11/16 7:51,FM-15,CLR:00,7,,82,76,74,77,6,VRB,,0
8/11/16 8:51,FM-15,CLR:00,7,,83,77,74,74,6,VRB,,0
8/11/16 9:51,FM-15,CLR:00,7,,85,77,74,70,0,0,,0
8/11/16 10:51,FM-15,CLR:00,8,,91,81,74,57,3,VRB,,0
8/11/16 11:51,FM-15,FEW:02 42,8,,90,80,74,59,6,250,,0
8/11/16 12:51,FM-15,FEW:02 43 BKN:07 55,7,,89,80,75,63,5,VRB,,0
8/11/16 13:51,FM-15,BKN:07 42 BKN:07 60,7,,89,80,75,63,5,VRB,,0
8/11/16 14:51,FM-15,BKN:07 43,7,,90,80,75,62,3,VRB,,0
8/11/16 15:51,FM-15,BKN:07 45,8,,89,79,74,61,,,,0
8/11/16 16:51,FM-15,BKN:07 43 BKN:07 50,8,,88,79,75,66,9,VRB,,0
8/11/16 17:32,FM-16,FEW:02 18 SCT:04 60 BKN:07 110,2,-RA:02 BR:1 |RA:61 |,80,77,76,87,6,VRB,,0.03
8/11/16 17:40,FM-16,FEW:02 55 FEW:02 110,5,BR:1 ||,80,78,77,90,3,VRB,,0.03
8/11/16 17:51,FM-15,FEW:02 100,6,BR:1 ||,80,78,77,90,3,VRB,,0.03
8/11/16 18:51,FM-15,CLR:00,8,,82,76,74,77,10,250,,0
8/11/16 19:51,FM-15,CLR:00,10,,83,75,71,67,3,280,,0
8/11/16 20:51,FM-15,SCT:04 100,10,,83,75,71,67,0,0,,0
8/11/16 21:51,FM-15,CLR:00,10,,83,75,71,67,0,0,,0
8/11/16 22:51,FM-15,FEW:02 45,10,,83,76,72,70,3,VRB,,0
8/11/16 23:10,FM-16,BKN:07 28 BKN:07 37 BKN:07 44,6,-RA:02 |RA:61 |,79,73,71,77,8,VRB,20,T
8/11/16 23:17,FM-16,SCT:04 28 OVC:08 37,10,,78,73,71,79,6,VRB,20,T
8/11/16 23:30,FM-16,FEW:02 28 BKN:07 39 OVC:08 50,1.50V,-RA:02 BR:1 |RA:61 |,76,73,72,88,7,290,20,0.03
8/11/16 23:45,FM-16,BKN:07 39 OVC:08 60,3,-RA:02 BR:1 |RA:61 |,75,73,72,89,7,VRB,,0.11
8/11/16 23:51,FM-15,SCT:04 36 SCT:04 50 BKN:07 60,8,-RA:02 |RA:61 |,74,72,71,91,8,280,18,0.12
8/11/16 23:59,SOD,,,,,,,,,,,
8/12/16 0:05,FM-16,BKN:07 47 BKN:07 65 BKN:07 110,1.75,+RA:02 BR:1 |RA:63 |,74,72,71,91,8,280,,0.03
8/12/16 0:38,FM-16,BKN:07 47 BKN:07 70 OVC:08 80,3,-RA:02 BR:1 |RA:61 |,73,71,71,94,3,VRB,,0.27
8/12/16 0:51,FM-15,FEW:02 43 BKN:07 80 OVC:08 110,2.5,RA:02 BR:1 |RA:62 |,73,71,71,94,0,0,,0.31
8/12/16 1:05,FM-16,FEW:02 70 BKN:07 90 OVC:08 110,5,-RA:02 BR:1 |RA:61 |,73,71,71,94,0,0,,0.03
8/12/16 1:51,FM-15,CLR:00,9,,73,71,71,94,3,270,,T
8/12/16 2:51,FM-15,CLR:00,10,,73,71,71,94,5,260,,0
8/12/16 3:51,FM-15,CLR:00,9,,74,72,72,94,5,250,,0
8/12/16 4:51,FM-15,CLR:00,6,-RA:02 BR:1 |RA:61 |,75,73,73,94,5,VRB,,0.01
8/12/16 5:51,FM-15,CLR:00,6,BR:1 ||,76,74,74,94,5,VRB,,T
8/12/16 6:51,FM-15,CLR:00,6,BR:1 ||,77,75,74,90,9,VRB,,0
8/12/16 7:33,FM-16,BKN:07 11,7,,78,76,75,90,6,270,,
8/12/16 7:51,FM-15,BKN:07 12,6,BR:1 ||,79,76,75,88,6,VRB,16,0
8/12/16 8:33,FM-16,BKN:07 15,7,,80,77,76,87,5,VRB,,
8/12/16 8:44,FM-16,BKN:07 14,6,HZ:7 ||HZ:05,81,76,75,82,,,,
8/12/16 8:49,FM-16,SCT:04 14,6,HZ:7 ||HZ:05,81,76,75,84,9,240,,
8/12/16 8:51,FM-15,SCT:04 14,6,HZ:7 |FU:05 |HZ:05,80,76,75,85,9,VRB,16,0
8/12/16 9:51,FM-15,CLR:00,7,,84,79,77,80,6,VRB,17,0
8/12/16 10:51,FM-15,CLR:00,7,,89,81,77,68,,,,0
8/12/16 11:51,FM-15,FEW:02 35,8,,90,82,78,68,6,VRB,,0
8/12/16 12:51,FM-15,CLR:00,8,,93,82,75,56,5,VRB,,0
8/12/16 13:51,FM-15,FEW:02 49,8,,93,82,75,56,9,VRB,,0
8/12/16 14:51,FM-15,FEW:02 48,8,,91,81,75,59,5,VRB,,0
8/12/16 15:51,FM-15,FEW:02 50 SCT:04 120,8,,91,80,74,57,,,,0
8/12/16 16:51,FM-15,FEW:02 50 BKN:07 120,8,,91,80,74,57,7,VRB,,0
8/12/16 17:51,FM-15,SCT:04 60 BKN:07 80 BKN:07 100,8,,89,79,73,59,6,VRB,20,0
8/12/16 18:51,FM-15,FEW:02 100,9,,79,73,71,77,0,0,,T
8/12/16 19:51,FM-15,CLR:00,10,,83,75,70,65,6,VRB,,0
8/12/16 20:51,FM-15,CLR:00,10,,84,76,71,65,6,VRB,,0
8/12/16 21:51,FM-15,CLR:00,10,,84,76,71,65,3,250,,0
8/12/16 22:51,FM-15,CLR:00,10,,83,76,72,70,7,260,,0
8/12/16 23:51,FM-15,CLR:00,10,,83,76,73,72,5,VRB,,0
8/12/16 23:59,SOD,,,,,,,,,,,
8/13/16 0:51,FM-15,CLR:00,10,,82,76,73,74,8,250,,0
8/13/16 1:51,FM-15,CLR:00,9,,82,76,74,77,5,VRB,,0
8/13/16 2:51,FM-15,CLR:00,8,,82,77,75,79,8,VRB,,0
8/13/16 3:51,FM-15,CLR:00,9,,82,77,75,79,5,260,,0
8/13/16 4:51,FM-15,CLR:00,8,,81,77,76,85,8,250,,0
8/13/16 5:51,FM-15,SCT:04 110,7,,82,77,76,82,9,VRB,17,0
8/13/16 6:51,FM-15,CLR:00,7,,82,77,76,82,,,,0
8/13/16 7:51,FM-15,CLR:00,7,,84,78,76,77,6,VRB,,0
8/13/16 8:51,FM-15,CLR:00,7,,87,79,76,70,0,0,,0
8/13/16 9:51,FM-15,SCT:04 110,7,,89,81,77,68,0,0,,0
8/13/16 10:51,FM-15,CLR:00,7,,92,82,76,60,5,240,,0
8/13/16 11:51,FM-15,FEW:02 95,8,,94,83,75,54,5,VRB,,0
8/13/16 12:51,FM-15,FEW:02 43,7,,96,84,76,52,6,VRB,,0
8/13/16 13:51,FM-15,FEW:02 46,7,,94,84,78,60,0,0,,0
8/13/16 14:51,FM-15,CLR:00,8,,92,82,77,62,6,180,16,0
8/13/16 15:51,FM-15,CLR:00,8,,92,82,77,62,7,VRB,,0
8/13/16 16:51,FM-15,CLR:00,8,,92,82,76,60,5,VRB,,0
8/13/16 17:51,FM-15,FEW:02 60,8,,92,81,75,58,0,0,,0
8/13/16 18:51,FM-15,FEW:02 50 FEW:02 70,9,,91,80,74,57,0,0,,0
8/13/16 19:51,FM-15,CLR:00,10,,90,80,74,59,7,VRB,,0
8/13/16 20:51,FM-15,CLR:00,10,,90,80,74,59,3,VRB,,0
8/13/16 21:51,FM-15,CLR:00,10,,88,78,70,55,0,0,,0
8/13/16 22:51,FM-15,CLR:00,10,,86,76,69,57,0,0,,0
8/13/16 23:51,FM-15,OVC:08 39,10,,86,75,67,53,0,0,,0
8/13/16 23:59,SOD,,,,,,,,,,,
8/14/16 0:51,FM-15,BKN:07 37 BKN:07 47,10,,84,75,70,63,0,0,,0
8/14/16 1:51,FM-15,SCT:04 37,10,,83,74,69,63,0,0,,0
8/14/16 2:51,FM-15,CLR:00,10,,83,74,69,63,0,0,,0
8/14/16 3:51,FM-15,CLR:00,10,,83,75,70,65,0,0,,0
8/14/16 4:51,FM-15,CLR:00,10,,83,76,72,70,3,VRB,,0
8/14/16 5:51,FM-15,CLR:00,8,,83,76,73,72,5,270,,0
8/14/16 6:51,FM-15,CLR:00,8,,83,76,73,72,3,VRB,,0
8/14/16 7:51,FM-15,CLR:00,9,,85,76,72,65,8,290,,0
8/14/16 8:51,FM-15,BKN:07 90,9,,86,77,72,63,5,VRB,,0
8/14/16 9:51,FM-15,CLR:00,9,,89,79,72,57,9,VRB,,0
8/14/16 10:51,FM-15,CLR:00,9,,92,81,72,52,3,VRB,,0
8/14/16 11:51,FM-15,SCT:04 46,9,,93,81,72,50,8,280,,0
8/14/16 12:51,FM-15,SCT:04 49,9,,92,81,73,54,,,,0
8/14/16 13:51,FM-15,FEW:02 48,8,,94,82,72,49,7,VRB,,0
8/14/16 14:51,FM-15,FEW:02 80,8,,93,82,73,52,,,,0
8/14/16 15:51,FM-15,FEW:02 50 FEW:02 65 SCT:04 80,8,,91,80,74,57,6,VRB,,0
8/14/16 16:51,FM-15,FEW:02 50,8,,93,81,71,49,9,280,,0
8/14/16 17:51,FM-15,CLR:00,8,,91,80,71,52,7,280,,0
8/14/16 18:31,FM-16,FEW:02 35 BKN:07 60 OVC:08 75,1.25,+RA:02 |RA:63 |,86,77,73,65,,,,
8/14/16 18:43,FM-16,FEW:02 37 SCT:04 50 BKN:07 65,4,-RA:02 BR:1 |RA:61 |,79,76,75,88,3,VRB,17,0.06
8/14/16 18:51,FM-15,FEW:02 37 SCT:04 55 BKN:07 75,9,,79,76,75,88,0,0,,0.06
8/14/16 19:51,FM-15,CLR:00,9,,78,76,75,90,0,0,,0
8/14/16 20:51,FM-15,CLR:00,10,,78,75,74,87,0,0,,0
8/14/16 21:51,FM-15,CLR:00,10,,79,74,72,79,5,270,,0
8/14/16 22:51,FM-15,CLR:00,10,,80,74,71,74,0,0,,0
8/14/16 23:51,FM-15,FEW:02 42,10,,80,74,72,76,5,VRB,,0
8/14/16 23:59,SOD,,,,,,,,,,,
8/15/16 0:51,FM-15,CLR:00,10,,80,74,71,74,0,0,,0
8/15/16 1:51,FM-15,CLR:00,10,,78,73,71,79,3,300,,0
8/15/16 2:51,FM-15,CLR:00,10,,78,73,71,79,0,0,,0
8/15/16 3:51,FM-15,CLR:00,10,,78,72,70,76,0,0,,0
8/15/16 4:51,FM-15,CLR:00,10,,77,72,70,79,5,VRB,,0
8/15/16 5:51,FM-15,CLR:00,9,,77,72,70,79,0,0,,0
8/15/16 6:51,FM-15,CLR:00,9,,78,72,70,76,5,330,,0
8/15/16 7:51,FM-15,CLR:00,9,,79,73,70,74,0,0,,0
8/15/16 8:51,FM-15,CLR:00,9,,81,74,70,69,5,70,,0
8/15/16 9:51,FM-15,CLR:00,9,,84,75,68,59,5,VRB,,0
8/15/16 10:51,FM-15,CLR:00,9,,87,77,69,55,3,VRB,,0
8/15/16 11:51,FM-15,CLR:00,9,,90,78,67,47,6,290,,0
8/15/16 12:51,FM-15,FEW:02 55,9,,91,79,65,42,7,360,,0
8/15/16 13:51,FM-15,FEW:02 60,9,,87,76,66,50,8,VRB,,0
8/15/16 14:51,FM-15,SCT:04 60,9,,91,79,65,42,3,VRB,,0
8/15/16 15:51,FM-15,CLR:00,9,,89,77,66,47,5,VRB,,0
8/15/16 16:51,FM-15,CLR:00,9,,89,77,64,43,5,VRB,,0
8/15/16 17:51,FM-15,BKN:07 60,9,,88,77,65,46,0,0,,0
8/15/16 18:51,FM-15,CLR:00,9,,85,75,67,55,7,40,,0
8/15/16 19:51,FM-15,CLR:00,9,,83,75,71,67,5,150,,0
8/15/16 20:51,FM-15,CLR:00,9,,81,75,72,74,0,0,,0
8/15/16 21:51,FM-15,CLR:00,9,,81,75,72,74,0,0,,0
8/15/16 22:51,FM-15,CLR:00,9,,81,74,71,72,0,0,,0
8/15/16 23:51,FM-15,CLR:00,9,,81,74,71,72,0,0,,0
8/15/16 23:59,SOD,,,,,,,,,,,
8/16/16 0:51,FM-15,BKN:07 50,9,,81,74,71,72,3,260,,0
8/16/16 1:51,FM-15,FEW:02 50,9,,81,74,71,72,3,240,,0
8/16/16 2:51,FM-15,FEW:02 95,9,,80,73,70,71,3,260,,0
8/16/16 3:51,FM-15,SCT:04 100,9,,80,74,71,74,5,260,,0
8/16/16 4:51,FM-15,CLR:00,8,,79,74,72,79,0,0,,0
8/16/16 5:51,FM-15,CLR:00,7,,78,74,73,85,0,0,,0
8/16/16 6:51,FM-15,FEW:02 33,7,,80,74,72,76,6,120,,0
8/16/16 7:51,FM-15,FEW:02 38,7,,81,75,72,74,3,60,,0
8/16/16 8:51,FM-15,SCT:04 29 SCT:04 34,8,,83,76,72,70,0,0,,0
8/16/16 9:51,FM-15,SCT:04 50 BKN:07 80,8,,84,76,71,65,6,230,,0
8/16/16 10:51,FM-15,BKN:07 35 BKN:07 55,8,,86,77,71,61,0,0,,0
8/16/16 11:51,FM-15,OVC:08 39,9,,87,77,71,59,3,VRB,,0
8/16/16 12:51,FM-15,OVC:08 41,9,,85,77,72,65,5,VRB,,0
8/16/16 13:51,FM-15,BKN:07 49,8,,87,78,72,61,3,VRB,,0
8/16/16 14:51,FM-15,FEW:02 50 SCT:04 60,8,,87,78,74,65,,,,0
8/16/16 15:36,FM-16,FEW:02 32 SCT:04 60 SCT:04 110,2,-RA:02 |RA:61 |,83,78,77,82,7,170,,0.02
8/16/16 15:44,FM-16,FEW:02 33 SCT:04 60 SCT:04 110,7,,82,78,77,85,9,VRB,,0.02
8/16/16 15:51,FM-15,FEW:02 40 SCT:04 60 BKN:07 110,5,-RA:02 |RA:61 |,81,77,76,85,6,170,,0.02
8/16/16 16:51,FM-15,CLR:00,8,,84,78,76,77,6,VRB,,0
8/16/16 17:51,FM-15,CLR:00,8,,84,78,76,77,6,VRB,,0
8/16/16 18:51,FM-15,FEW:02 110,9,,84,79,77,80,5,VRB,,0
8/16/16 19:23,FM-16,FEW:02 41 SCT:04 65 BKN:07 110,1.75V,-RA:02 |RA:61 |,84,79,77,80,5,VRB,17,T
8/16/16 19:33,FM-16,FEW:02 25 SCT:04 45 BKN:07 90,3,-RA:02 BR:1 |RA:61 |,81,79,78,91,9,VRB,,0.09
8/16/16 19:49,FM-16,BKN:07 25 BKN:07 43 BKN:07 100,6,BR:1 ||,81,79,79,94,0,0,,
8/16/16 19:51,FM-15,BKN:07 25 BKN:07 37 BKN:07 100,6,BR:1 ||,81,79,78,91,0,0,,0.09
8/16/16 20:03,FM-16,SCT:04 25 BKN:07 40,5,BR:1 ||,80,78,78,94,3,VRB,,
8/16/16 20:51,FM-15,CLR:00,7,,81,79,78,91,5,VRB,,0
8/16/16 21:51,FM-15,CLR:00,8,,82,78,77,85,8,210,17,0
8/16/16 22:51,FM-15,CLR:00,9,,83,78,76,79,7,VRB,17,0
8/16/16 23:51,FM-15,CLR:00,9,,83,77,75,77,8,VRB,21,0
8/16/16 23:59,SOD,,,,,,,,,,,
8/17/16 0:51,FM-15,SCT:04 46 SCT:04 70 BKN:07 110,10,,77,73,72,85,3,VRB,,0.01
8/17/16 1:51,FM-15,CLR:00,10,,78,73,71,79,7,240,16,0
8/17/16 2:51,FM-15,CLR:00,10,,79,73,71,77,,,,0
8/17/16 3:51,FM-15,CLR:00,10,,77,73,71,82,6,VRB,17,0
8/17/16 4:51,FM-15,CLR:00,10,,77,72,70,79,3,VRB,17,0
8/17/16 5:51,FM-15,CLR:00,9,,77,72,70,79,8,250,,0
8/17/16 6:51,FM-15,FEW:02 25,9,,77,73,71,82,6,VRB,,0
8/17/16 7:40,FM-16,BKN:07 25 BKN:07 32 BKN:07 40,9,,78,72,69,74,9,VRB,17,
8/17/16 7:51,FM-15,BKN:07 26 BKN:07 34,9,,78,71,68,71,0,0,,0
8/17/16 8:02,FM-16,SCT:04 27 BKN:07 34,9,,78,71,67,69,9,280,17,
8/17/16 8:51,FM-15,CLR:00,10,,79,70,64,60,8,280,,0
8/17/16 9:51,FM-15,SCT:04 34,10,,80,70,62,54,5,VRB,,0
8/17/16 10:51,FM-15,CLR:00,9,,82,72,62,51,7,VRB,16,0
8/17/16 11:51,FM-15,CLR:00,9,,82,72,61,49,11,VRB,23,0
8/17/16 12:51,FM-15,CLR:00,10,,85,74,62,46,7,300,,0
8/17/16 13:51,FM-15,CLR:00,10,,85,74,63,48,7,VRB,,0
8/17/16 14:51,FM-15,CLR:00,9,,85,74,62,46,10,360,16,0
8/17/16 15:51,FM-15,CLR:00,9,,82,72,64,55,5,VRB,,0
8/17/16 16:51,FM-15,CLR:00,9,,82,72,63,53,6,VRB,,0
8/17/16 17:51,FM-15,CLR:00,9,,83,72,61,48,3,VRB,,0
8/17/16 18:51,FM-15,FEW:02 110,10,,81,71,63,54,7,280,,0
8/17/16 19:51,FM-15,BKN:07 120,10,,81,71,63,54,0,0,,0
8/17/16 20:51,FM-15,OVC:08 110,10,,81,71,63,54,0,0,,0
8/17/16 21:51,FM-15,BKN:07 120,10,,80,71,63,56,5,VRB,,0
8/17/16 22:51,FM-15,SCT:04 120,10,,80,71,63,56,3,VRB,,0
8/17/16 23:51,FM-15,OVC:08 110,10,,79,70,63,58,3,VRB,,0
8/17/16 23:59,SOD,,,,,,,,,,,
8/18/16 0:51,FM-15,OVC:08 90,10,,78,69,62,58,0,0,,0
8/18/16 1:51,FM-15,OVC:08 100,10,,78,70,64,62,0,0,,0
8/18/16 2:51,FM-15,FEW:02 42 FEW:02 65 OVC:08 90,10,,78,70,64,62,0,0,,0
8/18/16 3:51,FM-15,SCT:04 36 OVC:08 65,4,-RA:02 |RA:61 |,73,69,67,81,3,240,,0.03
8/18/16 4:51,FM-15,SCT:04 36 BKN:07 65 OVC:08 85,10,,73,71,70,90,0,0,,T
8/18/16 5:51,FM-15,OVC:08 65,9,,72,69,68,87,6,40,,0
8/18/16 6:51,FM-15,BKN:07 42 OVC:08 55,10,,73,69,67,81,3,360,,0
8/18/16 7:51,FM-15,FEW:02 41 FEW:02 65 BKN:07 80,9,,76,69,64,67,5,30,,0
8/18/16 8:51,FM-15,OVC:08 70,9,,76,70,67,74,5,VRB,,0
8/18/16 9:51,FM-15,OVC:08 55,9,,78,70,65,64,6,60,,0
8/18/16 10:51,FM-15,SCT:04 45 OVC:08 65,9,,79,71,65,62,0,0,,0
8/18/16 11:51,FM-15,BKN:07 38 BKN:07 45 OVC:08 65,8,,81,72,66,61,0,0,,0
8/18/16 12:51,FM-15,OVC:08 38,8,,81,72,67,62,0,0,,0
8/18/16 13:51,FM-15,FEW:02 36 FEW:02 46 BKN:07 60,8,,81,72,67,62,3,250,,0
8/18/16 14:51,FM-15,BKN:07 60,8,,84,74,65,53,3,VRB,,0
8/18/16 15:51,FM-15,FEW:02 50,9,,83,73,66,57,3,VRB,,0
8/18/16 16:51,FM-15,CLR:00,9,,83,73,65,55,0,0,,0
