STATION,STATION_NAME,DATE,PRCP,SNWD,SNOW,TAVG,TMAX,TMIN,AWND,WT01,WT06,WT02,WT04,WT08
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161222,0.00,0.0,0.0,-9999,49,37,6.3,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161223,0.00,0.0,0.0,-9999,47,38,6.5,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161224,0.47,0.0,0.0,-9999,47,38,4.9,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161225,0.00,0.0,0.0,-9999,50,36,6.3,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161226,0.02,0.0,0.0,-9999,50,33,6.5,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161227,0.00,0.0,0.0,-9999,60,40,7.2,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161228,0.00,0.0,0.0,-9999,40,34,5.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161229,0.39,0.0,0.0,-9999,46,33,5.4,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161230,0.01,0.0,0.0,-9999,40,33,9.4,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161231,0.00,0.0,0.0,-9999,44,31,6.9,-9999,-9999,-9999,-9999,-9999
